Average_Rating,Average_Difficulty,Number_of_Ratings,Received_Pepper,Proportion_Take_Again,Online_Ratings,Male,Female,Major_Field,University,State
3.6,3.3,6.0,1,,0.0,0,1,English,College of Southern Nevada (all campuses),NV
3.2,3.9,12.0,0,20.0,6.0,1,0,Geology,Chemeketa Community College,OR
4.8,2.5,9.0,1,,0.0,1,0,Business,Harold Washington College,IL
4.0,2.2,24.0,0,75.0,0.0,0,0,Journalism,University of Minnesota-Twin Cities,MN
1.6,3.9,9.0,1,,0.0,0,0,Engineering,Saginaw Valley State University,MI
1.4,4.0,7.0,0,,0.0,0,1,English,Quinsigamond Community College,MA
2.3,3.1,8.0,0,,0.0,0,0,Gender Studies,Indiana University Bloomington,IN
4.7,2.5,68.0,1,96.0,13.0,0,1,Earth Science,Cuyahoga Community College (all campuses),OH
2.9,4.1,8.0,0,,1.0,0,0,Mathematics,Front Range Community College,CO
3.1,3.6,21.0,0,36.0,0.0,0,1,Business,Central Michigan University,MI
4.4,1.6,7.0,1,,0.0,0,1,Accounting,Broward College (all campuses),FL
4.9,1.6,7.0,0,,0.0,1,0,Counseling,Suffolk County Community College,NY
3.0,2.8,15.0,0,50.0,3.0,0,1,Information Sciences  Technology,Pennsylvania State University,PA
4.5,1.7,8.0,1,83.0,4.0,0,1,Political Science,El Centro College,TX
2.6,4.0,7.0,0,40.0,0.0,0,0,Chemistry,Broward College (all campuses),FL
4.5,3.4,8.0,0,,0.0,1,0,History,South Louisiana Community College - Lafayette Campus,LA
2.0,3.2,9.0,0,,0.0,0,0,Marketing,Baruch College,NY
4.2,3.6,7.0,0,,2.0,1,0,Computer Science,Stony Brook University (SUNY),NY
3.5,3.0,13.0,0,86.0,1.0,0,0,Psychology,Florida State College at Jacksonville,FL
4.8,1.8,6.0,1,,0.0,1,1,Psychology,Palomar College,CA
4.2,2.7,8.0,0,,2.0,0,1,Communication Studies,Baruch College,NY
2.7,3.2,7.0,0,40.0,0.0,0,0,Speech,Georgia State University,GA
4.8,2.9,56.0,1,98.0,0.0,1,0,Business,University of Bridgeport,CT
2.4,2.8,14.0,0,,0.0,0,0,English,College of Southern Maryland,MD
4.2,2.8,6.0,1,,0.0,1,0,English,San Jacinto College South,TX
4.7,3.0,7.0,0,100.0,0.0,0,1,English,Kent State University,OH
4.5,2.7,6.0,0,,0.0,0,0,Statistics,SUNY New Paltz,NY
3.4,3.5,49.0,0,57.0,0.0,0,1,Economics,Ohio University,OH
4.2,2.6,14.0,1,89.0,7.0,1,0,Management,Tarleton State University,TX
4.1,3.4,10.0,0,100.0,0.0,1,0,Mathematics,University of Nebraska-Lincoln,NE
2.1,3.3,7.0,0,,1.0,1,0,Business,Tarleton State University,TX
3.1,4.2,19.0,0,57.0,0.0,0,1,Psychology,California State University Channel Islands,CA
4.9,2.1,7.0,1,,4.0,0,1,Psychology,Indiana State University,IN
3.7,3.5,10.0,0,67.0,0.0,1,0,History,Broward College (all campuses),FL
1.4,4.4,21.0,0,5.0,0.0,0,0,Mathematics,Joliet Junior College,IL
5.0,1.0,7.0,0,,0.0,0,0,Mathematics,College of Staten Island (CUNY - Staten Island),NY
4.1,2.3,7.0,0,,0.0,1,0,Geology,Louisiana State University,LA
4.8,2.2,18.0,1,90.0,0.0,0,0,Languages,Houston Community College (all campuses),TX
5.0,1.9,10.0,1,100.0,1.0,1,0,Mathematics,Missouri State University,MO
4.8,2.1,10.0,1,100.0,0.0,1,0,Fashion,Savannah College of Art and Design,GA
4.2,2.5,10.0,0,,0.0,0,1,Computer Arts,Savannah College of Art and Design,GA
4.5,1.5,10.0,0,100.0,0.0,0,1,English,Lone Star College (all),TX
4.0,3.2,10.0,0,,0.0,0,1,English,University of Nevada- Reno,NV
3.3,2.1,7.0,0,60.0,2.0,0,0,Exercise  Sport Science,Kennesaw State University,GA
5.0,2.5,6.0,1,,0.0,0,0,Foreign Languages  Literature,City College of New York,NY
2.0,3.6,12.0,1,27.0,0.0,1,0,Philosophy,Loyola Marymount University,CA
3.8,3.3,6.0,0,,0.0,1,0,Physics,Rowan University,NJ
3.3,4.0,6.0,0,,0.0,0,1,Mathematics,Miami University: Middletown Campus,OH
2.8,4.0,6.0,0,,0.0,0,0,Electrical Engineering,Pennsylvania State University,PA
4.0,3.4,13.0,1,40.0,0.0,1,0,History,University of Toledo,OH
4.5,3.1,10.0,1,100.0,0.0,0,1,English,Tri-County Technical College,SC
4.9,1.5,21.0,1,100.0,0.0,0,1,Communication,"California State University, Northridge",CA
3.5,3.3,7.0,1,,0.0,1,0,Philosophy,Southern Illinois University - Edwardsville,IL
2.7,3.6,15.0,0,46.0,0.0,0,1,Biology,Lone Star College (all),TX
5.0,2.3,7.0,0,,5.0,1,0,Humanities,Northern Arizona University,AZ
2.5,4.5,11.0,0,25.0,0.0,0,1,Physics,Harry S. Truman College,IL
4.3,2.5,11.0,0,100.0,0.0,0,0,Biology,James Madison University,VA
3.5,2.3,6.0,0,,0.0,1,0,Computer Science,Chapman University,CA
4.4,2.4,10.0,0,83.0,0.0,1,1,Mathematics,Miami Dade College (all),FL
4.4,2.4,9.0,0,,2.0,0,1,Social Science,Atlanta Metropolitan State College,GA
2.9,4.4,40.0,0,35.0,0.0,1,0,Biology,Grand Canyon University,AZ
4.6,2.4,8.0,1,100.0,4.0,1,0,Physical Education,Cypress College,CA
4.2,3.4,19.0,1,88.0,1.0,0,1,English,San Francisco State University,CA
2.1,3.5,14.0,0,,1.0,1,0,Management  Info Systems,San Diego State University,CA
3.8,3.5,10.0,1,60.0,0.0,0,1,Mathematics,Front Range Community College- Larimer Campus,CO
3.2,3.6,11.0,0,29.0,8.0,1,0,Management,Rio Salado College,AZ
3.5,2.8,6.0,1,,4.0,0,1,Physical Education,Green River College,WA
4.7,3.1,9.0,0,100.0,0.0,1,0,Communication,Santa Barbara City College,CA
2.3,3.1,10.0,0,14.0,0.0,0,0,Physics,University of Georgia,GA
3.5,2.2,11.0,0,75.0,5.0,0,1,Anthropology,Inver Hills Community College,MN
3.9,2.3,7.0,1,,1.0,0,0,Psychology,Gordon State College,GA
5.0,1.8,7.0,0,,0.0,1,0,English,Florida International University,FL
3.3,3.0,7.0,1,50.0,2.0,1,0,Physics,University of Manchester,MANCHESTER
4.2,2.4,20.0,1,100.0,0.0,1,0,Mathematics,Lakeland Community College,OH
4.8,3.8,13.0,0,100.0,0.0,0,0,Biology,University of Utah,UT
1.9,3.7,38.0,0,14.0,0.0,0,1,Physics  Astronomy,University of Minnesota-Twin Cities,MN
2.0,3.4,9.0,1,40.0,0.0,0,0,Sociology,Saint Anselm College,NH
3.9,2.2,9.0,0,,4.0,0,1,English,Columbus State Community College,OH
5.0,3.4,7.0,1,,0.0,1,0,Economics,The Ohio State University,OH
3.1,2.8,6.0,0,,0.0,0,0,Mathematics,Broward College (all campuses),FL
5.0,2.8,8.0,0,,1.0,0,1,English,University of Texas at El Paso,TX
3.0,3.3,6.0,0,60.0,2.0,0,0,Finance,William Paterson University,NJ
2.4,3.5,8.0,0,,5.0,1,0,Management,University of Memphis,TN
4.3,2.2,9.0,1,,0.0,0,1,English,Lake Sumter State College,FL
4.5,2.2,11.0,1,100.0,0.0,0,1,English,Sam Houston State University,TX
4.0,4.2,6.0,1,80.0,4.0,0,0,Information Science,Harvard University Extension School,MA
4.3,3.3,12.0,1,100.0,0.0,1,0,Geography,Old Dominion University,VA
4.3,3.0,6.0,1,,0.0,0,0,Biology,Forsyth Technical Community College,NC
1.7,4.1,17.0,0,18.0,1.0,1,0,Physics,Wayne State University,MI
4.3,3.0,8.0,0,,0.0,0,1,English,University of Delaware,DE
3.6,2.6,14.0,0,57.0,0.0,0,1,Chemistry,Georgia State University Perimeter College - Dunwoody,GA
5.0,2.5,8.0,1,,0.0,0,1,Geology,Tarrant County College (all),TX
3.0,3.2,6.0,0,,0.0,1,0,Philosophy,Molloy College,NY
4.0,2.9,7.0,1,80.0,0.0,0,1,English,East Los Angeles College,CA
3.5,3.1,15.0,0,86.0,0.0,0,1,Anthropology,Fullerton College,CA
2.0,3.3,11.0,0,22.0,0.0,0,1,Education,University of Georgia,GA
4.5,2.5,6.0,0,,0.0,1,0,Science,Chandler-Gilbert Community College,AZ
3.5,3.0,6.0,0,,0.0,0,1,Political Science,George Washington University,DC
3.5,3.5,6.0,0,,0.0,1,0,Religion,Chandler-Gilbert Community College,AZ
4.7,2.8,6.0,0,,1.0,0,0,Mech.  Aerospace Engineering,University at Buffalo (SUNY Buffalo),NY
2.9,3.8,24.0,0,71.0,0.0,0,0,Mechanical Engineering,"California State University, Northridge",CA
1.5,4.4,8.0,0,20.0,0.0,0,0,Mathematics,Florida Agricultural and Mechanical University,FL
4.3,1.5,8.0,0,,1.0,0,1,Sociology,Pellissippi State Community College,TN
4.4,3.0,9.0,0,,1.0,0,1,Native Studies,Humboldt State University,CA
3.8,3.5,26.0,0,82.0,0.0,1,0,Accounting,University of Central Missouri,MO
4.4,2.6,7.0,0,,0.0,0,0,Fashion,Fashion Institute of Technology,NY
3.0,3.0,13.0,0,78.0,4.0,0,1,Social Work,Northwestern State University,LA
4.2,3.2,13.0,1,100.0,0.0,1,0,Biology,The University of Western Ontario,ON
3.5,2.9,8.0,1,,0.0,1,0,Statistics,Florida International University,FL
2.5,3.4,7.0,0,,0.0,0,1,Native Studies,University of Alberta,AB
4.7,2.1,8.0,1,,0.0,1,0,Philosophy,Marquette University,WI
4.6,2.2,6.0,1,,1.0,0,0,English,University of Arizona,AZ
5.0,2.0,7.0,1,,0.0,0,0,Music,Minnesota State University Moorhead,MN
3.2,3.1,7.0,0,,0.0,0,1,Management,Miami University,OH
3.9,3.2,10.0,0,80.0,1.0,0,0,Mathematics,Youngstown State University,OH
2.9,3.6,10.0,0,43.0,0.0,0,0,Computer Science,Suffolk County Community College,NY
3.3,1.9,12.0,0,43.0,0.0,1,0,Government,San Jacinto College South,TX
4.6,3.0,6.0,1,,1.0,0,1,Accounting,Richland College,TX
4.4,2.8,22.0,0,94.0,0.0,1,0,Philosophy,Ocean County College,NJ
3.5,3.4,11.0,1,,0.0,1,0,Management,University of Lethbridge - Calgary,AB
3.4,3.6,16.0,0,50.0,3.0,0,0,Chemistry,Tulsa Community College,OK
1.6,4.7,6.0,0,,0.0,0,0,Accounting,Boston University,MA
4.2,2.4,12.0,0,100.0,0.0,1,0,Mathematics,Queensborough Community College,NY
3.9,2.5,8.0,1,,3.0,0,0,CommunicationJournalism,University of New Mexico,NM
4.3,2.3,35.0,1,57.0,0.0,0,1,Mathematics,Los Angeles Mission College,CA
4.8,1.2,6.0,0,,3.0,0,0,Education,University of Arkansas at Fort Smith,AR
4.7,2.5,12.0,1,83.0,0.0,1,0,Health Science,Hofstra University,NY
4.6,1.5,69.0,1,67.0,0.0,0,0,Business Technology,LaGuardia Community College,NY
3.9,2.9,7.0,0,,0.0,1,0,Statistics,Texas A&M University at College Station,TX
4.6,2.1,12.0,1,,0.0,1,0,Religion,Florida State University,FL
3.9,2.4,18.0,1,70.0,0.0,0,0,Asian Studies,Florida International University,FL
2.7,3.5,19.0,0,10.0,0.0,0,1,Nutrition,University of Texas at Austin,TX
2.7,3.4,12.0,0,40.0,0.0,0,1,Mathematics,Harold Washington College,IL
4.0,3.2,18.0,0,73.0,1.0,0,1,Accounting,University of Arkansas,AR
1.9,2.6,7.0,0,,0.0,0,0,Business,Douglas College,BC
4.5,2.5,10.0,0,88.0,0.0,1,0,English,Auburn University,AL
2.3,4.4,10.0,0,,0.0,0,1,Anthropology,University of Oregon,OR
3.8,3.9,14.0,0,,3.0,1,0,Biology,North Central Texas College,TX
2.8,3.3,9.0,0,,0.0,1,0,Mathematics,University of Rhode Island,RI
2.5,2.9,8.0,0,,0.0,0,1,Geography,Indiana University Bloomington,IN
5.0,2.0,12.0,1,100.0,0.0,1,0,Business,Mt. San Antonio College,CA
4.6,3.5,10.0,1,89.0,0.0,1,0,History,Cuyahoga Community College (all campuses),OH
4.8,2.7,7.0,1,,0.0,0,0,Economics,Wayne State University,MI
4.8,1.4,7.0,0,100.0,2.0,1,0,Nursing,Eastern Florida State College,FL
3.0,3.0,8.0,0,,0.0,0,0,Computer  Informational Tech.,Rowan College at Gloucester County,NJ
4.8,1.7,8.0,0,100.0,0.0,0,0,Environmental Studies,University of Southern California,CA
3.9,3.2,12.0,0,40.0,0.0,1,0,Mathematics,Salt Lake Community College,UT
3.5,3.1,8.0,0,,0.0,0,0,Biology,Paradise Valley Community College,AZ
3.0,4.1,10.0,0,,0.0,1,0,Philosophy,University of Arizona,AZ
2.3,4.2,6.0,0,,0.0,0,1,Astronomy,Los Medanos College,CA
2.8,3.5,9.0,0,,0.0,0,0,Chicano Hispano Mexicano,University of New Mexico,NM
4.9,1.8,18.0,1,100.0,0.0,0,1,Biological Sciences,California State University Stanislaus,CA
4.3,3.6,10.0,0,,0.0,0,1,Biology,Long Beach City College,CA
4.2,2.8,10.0,1,100.0,0.0,0,0,Business,Thompson Rivers University,BC
4.5,2.2,6.0,1,,0.0,1,0,Computer Science,Henry Ford College,MI
3.9,3.7,23.0,1,62.0,0.0,0,1,Computer Science,University of Michigan,MI
4.5,3.5,11.0,0,88.0,0.0,0,1,Biology,Baton Rouge Community College,LA
4.8,3.0,7.0,1,,0.0,1,0,Mathematics,University of Rhode Island,RI
4.6,3.4,9.0,1,83.0,0.0,0,1,English,North Carolina State University,NC
3.5,3.3,7.0,0,,0.0,0,1,Sociology,Glendale Community College,AZ
4.4,2.4,14.0,1,,0.0,0,1,Art History,Northern Virginia Community College (all campuses),VA
4.5,3.0,8.0,1,80.0,1.0,0,1,English,Riverside City College,CA
4.5,1.8,12.0,1,88.0,1.0,0,1,English,Lone Star College (all),TX
3.3,3.5,11.0,0,,0.0,0,1,Journalism,Ball State University,IN
3.8,3.1,8.0,0,,4.0,0,1,Education,Texas A&M University at College Station,TX
3.8,3.7,6.0,1,,0.0,0,0,Writing,Syracuse University,NY
4.3,3.4,18.0,0,75.0,0.0,0,1,Economics,City College of New York,NY
3.1,3.7,6.0,0,40.0,0.0,0,1,English,Bossier Parish Community College,LA
4.3,1.9,8.0,0,,0.0,1,0,Mathematics,Community College of Aurora,CO
4.3,2.7,6.0,0,,0.0,0,1,Political Science,"University of Maryland, Baltimore County",MD
4.4,2.0,31.0,1,88.0,14.0,0,0,Science,Arizona State University,AZ
4.7,2.3,7.0,1,,1.0,0,1,Accounting,University of Minnesota Duluth,MN
2.2,4.1,7.0,0,,0.0,0,0,Biology,Concordia University,QC
3.8,2.8,29.0,0,81.0,3.0,0,1,Mathematics,Missouri State University,MO
4.6,3.4,11.0,1,100.0,0.0,0,0,Sociology,College of the Sequoias,CA
4.3,2.5,6.0,1,,0.0,1,0,Music,Harold Washington College,IL
4.5,3.0,6.0,0,,2.0,1,0,Criminal Justice,New Mexico Highlands University,NM
1.5,4.8,6.0,0,,0.0,1,0,Education,Appalachian State University,NC
4.9,2.2,6.0,1,,0.0,0,1,Political Science,Rutgers - State University of New Jersey,NJ
4.3,2.9,7.0,1,,0.0,1,0,Psychology,Community College of Allegheny County,PA
2.8,3.5,18.0,0,57.0,0.0,1,0,Political Science,University of Kentucky,KY
4.7,1.9,10.0,0,,0.0,0,0,Mathematics,Tunxis Community College,CT
4.8,1.8,12.0,1,,0.0,0,1,Political Science,Salt Lake Community College,UT
2.8,4.1,7.0,0,,5.0,1,0,Geology,Metropolitan Community College: Maple Woods,MO
3.8,3.2,6.0,1,,0.0,1,0,Communication,Augustana College,IL
3.5,2.0,8.0,0,,6.0,0,1,Criminal Justice,University of North Texas,TX
4.4,2.1,7.0,0,,0.0,1,0,Economics,University of Connecticut,CT
4.7,1.9,19.0,1,90.0,0.0,1,1,Architecture,Diablo Valley College,CA
4.3,1.0,7.0,0,100.0,0.0,1,1,Music,Appalachian State University,NC
4.8,1.4,7.0,0,,0.0,0,1,English,Georgia State University,GA
3.5,3.0,11.0,0,43.0,0.0,1,0,Film,Georgia State University,GA
4.4,2.2,6.0,1,,0.0,0,1,Child Development,Santa Rosa Junior College,CA
4.8,1.9,7.0,1,,1.0,1,0,Communication,San Jose State University,CA
4.5,1.6,10.0,0,,0.0,0,1,Biomedical,Arizona State University,AZ
3.7,2.0,7.0,1,,0.0,1,0,Information Science,Pennsylvania State University - Abington,PA
4.5,2.4,10.0,0,,0.0,1,0,Anthropology,Virginia Commonwealth University,VA
4.2,2.9,20.0,1,75.0,0.0,1,0,Computer Science,University of Saskatchewan,SK
3.8,2.5,8.0,0,,0.0,0,1,Deaf Studies,College of Southern Nevada (all campuses),NV
3.5,3.5,11.0,1,,0.0,0,0,Mathematics,Texas A&M University at College Station,TX
4.2,2.7,6.0,0,,0.0,0,1,English,Pikes Peak Community College,CO
1.5,3.0,6.0,0,,0.0,1,0,Environmental Science,University of California Berkeley,CA
3.6,3.0,7.0,1,,0.0,1,0,Mathematics,Moorpark College,CA
3.7,4.1,7.0,0,,0.0,0,1,Education,Tennessee Tech University,TN
4.3,2.6,28.0,0,92.0,0.0,1,0,Social Science,Macomb Community College (all campuses),MI
3.8,3.2,15.0,0,64.0,8.0,0,0,Business,West Texas A&M University,TX
5.0,1.5,6.0,1,,0.0,0,1,Engineering,San Francisco State University,CA
3.0,1.9,8.0,1,,2.0,1,0,Journalism,Humboldt State University,CA
4.5,2.5,6.0,0,,0.0,0,1,Behavioral Sciences,Southern Maine Community College,ME
4.5,3.2,20.0,1,91.0,1.0,0,0,Marketing,Georgia State University,GA
4.2,3.0,6.0,0,,5.0,0,0,Human Resources Management,University of Maryland University College,MD
1.6,2.9,7.0,0,,4.0,0,1,Nursing,University of Central Florida,FL
4.9,1.9,10.0,1,100.0,0.0,1,0,English,Coastal Carolina Community College,NC
3.0,3.2,6.0,1,,0.0,0,0,Psychology,Georgia State University,GA
4.3,2.6,11.0,0,,0.0,0,1,Mathematics,Miami Dade College (all),FL
4.5,2.6,10.0,1,,1.0,0,0,Film,Emerson College,MA
5.0,1.9,8.0,0,100.0,0.0,1,0,Marketing,Marshall University,WV
3.8,2.7,13.0,0,83.0,0.0,1,0,Economics,University of Maine,ME
3.8,3.8,6.0,0,,0.0,0,0,Linguistics,College of William and Mary,VA
4.0,3.6,9.0,0,,0.0,1,0,Mathematics,University of Nebraska Omaha,NE
3.9,3.0,6.0,1,,2.0,1,0,Computer Science,Virginia Western Community College,VA
4.0,3.2,7.0,0,100.0,0.0,1,0,Economics,Armstrong State University,GA
2.8,4.1,16.0,0,27.0,0.0,1,1,Computer Science  Engineering,University of Texas at Arlington,TX
4.5,2.0,8.0,1,,1.0,1,0,Biology,Rowan College at Burlington County,NJ
4.5,2.5,17.0,0,100.0,0.0,1,0,Anthropology,University of North Carolina at Greensboro,NC
3.7,3.1,7.0,0,60.0,1.0,1,0,Mathematics,Clovis Community College,CA
2.6,3.9,7.0,0,,1.0,0,1,Business,University of Colorado Colorado Springs,CO
3.9,4.4,9.0,0,86.0,0.0,1,0,Chemistry,Touro College,NY
2.3,4.5,6.0,1,,0.0,0,1,Biology,J. Sargeant Reynolds Community College,VA
4.5,2.2,17.0,1,100.0,0.0,1,0,Earth Science,California State University Dominguez Hills,CA
4.8,2.3,6.0,1,,0.0,0,1,Education,University of Houston Downtown,TX
3.6,3.3,6.0,1,,0.0,1,0,Chemistry,Georgia State University Perimeter College - Dunwoody,GA
4.7,2.7,12.0,0,100.0,1.0,1,0,Computer Science,North Hennepin Community College,MN
4.3,2.3,6.0,1,,0.0,0,1,Spanish,Georgia State University,GA
4.5,3.0,25.0,1,93.0,0.0,0,1,Biology,Cuyahoga Community College (all campuses),OH
3.9,2.7,31.0,0,55.0,0.0,1,0,English,County College of Morris,NJ
4.9,2.0,55.0,1,100.0,0.0,1,0,Information Technology,George Mason University,VA
4.8,2.2,6.0,1,,0.0,0,1,Women's Studies,"California State University, Northridge",CA
4.6,1.6,12.0,0,100.0,1.0,0,1,Humanities,Valencia College- Winter Park Campus,FL
3.9,2.5,8.0,1,83.0,0.0,1,0,Marketing,Bowling Green State University,OH
3.5,2.0,6.0,0,,0.0,1,1,Hospitality,Ohio University,OH
4.5,2.2,10.0,0,100.0,0.0,0,1,Management,Simmons College,MA
4.3,2.1,12.0,0,63.0,0.0,0,0,Marketing,University of South Carolina,SC
4.0,3.4,8.0,0,67.0,2.0,0,0,Psychology,Gordon State College,GA
4.3,4.5,14.0,0,86.0,0.0,0,1,Biology,University of California Berkeley Extension,CA
4.5,2.2,17.0,1,86.0,1.0,1,0,Humanities,Front Range Community College,CO
3.9,3.5,11.0,1,33.0,0.0,0,1,Biology,Glendale Community College,CA
5.0,2.5,8.0,1,,0.0,0,1,Philosophy,Kansas State University,KS
4.6,3.1,9.0,1,100.0,0.0,1,0,Philosophy,Kansas State University,KS
3.6,3.3,7.0,0,,0.0,1,0,Writing,Lansing Community College,MI
4.0,1.8,13.0,0,100.0,0.0,1,1,Engineering,Stony Brook University (SUNY),NY
4.7,3.0,8.0,0,,1.0,1,0,Communication Studies,San Francisco State University,CA
4.5,2.6,10.0,1,100.0,0.0,0,0,Mathematics,Santiago Canyon College,CA
3.7,3.1,19.0,0,70.0,0.0,1,0,International Affairs,University of Georgia,GA
3.0,3.8,16.0,0,40.0,0.0,1,0,Mathematics,Pikes Peak Community College,CO
3.6,3.3,16.0,0,75.0,0.0,1,0,Computer Science,The Ohio State University,OH
1.0,4.3,6.0,0,,0.0,0,1,Fine Arts,Pratt Institute,NY
3.6,2.8,6.0,0,,1.0,0,0,Government,Brookhaven College,TX
4.1,2.7,9.0,0,,0.0,0,1,Psychology,University of North Florida,FL
2.1,4.3,6.0,0,,0.0,0,0,Biology,Anne Arundel Community College (all campuses),MD
5.0,2.8,6.0,1,,0.0,0,0,Business,Tarleton State University - Waco,TX
4.1,3.0,8.0,0,,0.0,0,0,Mechanical Engineering,Arizona State University,AZ
1.8,3.3,6.0,0,,0.0,1,0,Architecture,University of Illinois at Chicago,IL
3.9,3.7,6.0,1,60.0,0.0,1,0,Mathematics,Inver Hills Community College,MN
1.9,3.0,6.0,0,,0.0,1,0,Engineering,Georgia Southern University,GA
2.9,3.0,7.0,0,,0.0,0,1,Motion Media Design,Savannah College of Art and Design,GA
4.0,2.5,6.0,1,,0.0,1,0,Accounting,Santiago Canyon College,CA
3.5,2.5,7.0,0,,0.0,1,0,Humanities,Texas Southmost College,TX
1.3,4.4,8.0,1,,0.0,1,0,English,Medgar Evers College,NY
4.2,3.0,8.0,0,,0.0,0,1,Biological Sciences,Antelope Valley College,CA
4.0,2.6,7.0,0,,4.0,0,1,Health Services Management,University of Maryland University College,MD
4.3,2.2,6.0,1,,0.0,0,1,Music,Kansas State University,KS
3.0,3.2,6.0,0,,0.0,0,1,Biology,Grays Harbor College,WA
4.5,2.4,10.0,0,80.0,0.0,1,0,History,Berklee College of Music,MA
4.0,3.1,18.0,1,73.0,0.0,1,0,Mathematics,Auburn University,AL
3.3,2.9,23.0,0,65.0,0.0,0,1,Psychology,University of Texas at Dallas,TX
4.5,2.3,13.0,1,,0.0,1,0,Psychology,College of DuPage,IL
3.8,3.6,23.0,1,80.0,0.0,1,0,Chemistry,South Dakota State University,SD
2.3,4.2,75.0,0,27.0,3.0,0,0,Biology,El Centro College,TX
2.4,3.1,7.0,0,,0.0,1,0,English,University of Nevada- Reno,NV
2.3,4.2,19.0,0,,0.0,1,0,Physics,University Of Illinois at Urbana-Champaign,IL
3.8,3.7,19.0,1,75.0,0.0,0,0,Kinesiology,"California State University, Northridge",CA
4.8,3.5,16.0,1,100.0,0.0,0,1,Physics,Front Range Community College,CO
3.0,3.4,13.0,0,33.0,1.0,1,0,Biology,University of North Carolina at Greensboro,NC
1.6,4.2,24.0,0,,0.0,0,0,Chemistry,University of Illinois at Chicago,IL
1.3,4.9,11.0,0,,0.0,0,0,Biology,Whatcom Community College,WA
2.6,2.1,9.0,0,20.0,0.0,1,0,Engineering,York University (all campuses),ON
4.8,2.0,6.0,0,,0.0,0,1,Foreign Languages,Kennesaw State University,GA
4.2,2.3,15.0,1,73.0,0.0,1,0,English,Broward College (all campuses),FL
4.8,1.6,7.0,0,,1.0,0,0,Languages,University of Tennessee - Knoxville,TN
2.8,3.2,14.0,0,57.0,5.0,0,1,Religion,"California State University, Sacramento",CA
4.5,2.8,13.0,1,89.0,0.0,0,0,Sociology,Boston University,MA
4.0,2.8,10.0,1,,2.0,0,0,Philosophy,University of Rhode Island,RI
4.8,2.9,18.0,1,100.0,0.0,1,0,Anthropology,Grand Valley State University,MI
5.0,1.5,8.0,0,,0.0,1,0,Business,Bridgewater State University,MA
3.9,2.2,12.0,0,,0.0,0,1,Writing,University of Manitoba,MB
3.5,3.3,7.0,1,67.0,0.0,1,0,Biology,University of Wisconsin - Madison,WI
4.8,2.5,35.0,1,100.0,0.0,0,0,Communication,University of North Carolina Wilmington,NC
2.7,4.3,10.0,0,100.0,0.0,1,0,Biology,York College of Pennsylvania,PA
4.2,2.5,10.0,1,100.0,0.0,0,1,Communication,Nassau Community College,NY
2.3,4.0,9.0,0,,3.0,1,0,Communication,University of Arizona,AZ
4.7,2.3,12.0,1,100.0,0.0,0,1,Information Science,Pierce College (all),WA
3.5,3.6,7.0,0,40.0,0.0,0,0,Biology,South Texas College (all campuses),TX
3.4,3.7,16.0,0,58.0,0.0,0,0,Mathematics,University of California Berkeley,CA
4.0,3.3,6.0,1,,0.0,1,0,Forestry,Virginia Tech,VA
4.9,2.2,11.0,0,100.0,0.0,0,0,Sociology,West Virginia University,WV
3.1,4.5,18.0,0,,0.0,0,0,Aerospace Studies,San Jose State University,CA
3.8,2.8,6.0,0,,0.0,0,0,Finance,Concordia University,QC
4.5,2.1,9.0,0,,0.0,0,1,Mathematics,University of North Georgia - Dahlonega,GA
2.5,3.5,11.0,1,33.0,0.0,0,1,Mathematics,Cosumnes River College,CA
4.2,3.0,17.0,1,91.0,0.0,1,0,Mathematics,Fresno City College,CA
2.8,3.7,6.0,0,40.0,0.0,0,0,Accounting,University of Massachusetts,MA
4.8,2.1,7.0,0,,0.0,0,1,Fine Arts,Northern Kentucky University,KY
5.0,1.9,8.0,0,,0.0,0,1,Biology,College of Southern Nevada (all campuses),NV
4.5,2.5,12.0,1,100.0,0.0,1,0,Mathematics,College of Southern Nevada (all campuses),NV
3.6,2.4,9.0,0,75.0,0.0,0,1,Anthropology,University of North Carolina at Chapel Hill,NC
4.2,1.9,16.0,1,82.0,0.0,0,1,Psychology,California State University Dominguez Hills,CA
4.2,3.4,12.0,1,90.0,0.0,1,0,Chemistry,Simon Fraser University,BC
